ANO;GEO_COD;NIVEL;NIVEL_DSG;RESIDENT
2011;13120403201;8;Subsecção;497
2011;13120403301;8;Subsecção;143
2011;13120403302;8;Subsecção;43
2011;13120403303;8;Subsecção;0
2011;13120403304;8;Subsecção;240
2011;13120403401;8;Subsecção;75
2011;13120403402;8;Subsecção;162
2011;13120403403;8;Subsecção;56
2011;13120403501;8;Subsecção;457
2011;13120403601;8;Subsecção;255
2011;13120403602;8;Subsecção;30
2011;13120403603;8;Subsecção;16
2011;13120403604;8;Subsecção;0
2011;13120403605;8;Subsecção;72
2011;13120403701;8;Subsecção;69
2011;13120403702;8;Subsecção;103
2011;13120403703;8;Subsecção;150
2011;13120403704;8;Subsecção;128
2011;13120403801;8;Subsecção;123
2011;13120403802;8;Subsecção;42
2011;13120403803;8;Subsecção;113
2011;13120403804;8;Subsecção;53
2011;13120403805;8;Subsecção;52
2011;13120403901;8;Subsecção;338
2011;13120403902;8;Subsecção;398
2011;13120404001;8;Subsecção;261
2011;13120404101;8;Subsecção;7
2011;13120404102;8;Subsecção;354
2011;13120404201;8;Subsecção;453
2011;13120404301;8;Subsecção;0
2011;13120404302;8;Subsecção;365
2011;13120404401;8;Subsecção;313
2011;13120404402;8;Subsecção;53
2011;13120404403;8;Subsecção;0
2011;13120404501;8;Subsecção;318
2011;13120404502;8;Subsecção;124
2011;13120404601;8;Subsecção;276
2011;13120404602;8;Subsecção;214
2011;13120404701;8;Subsecção;115
2011;13120404702;8;Subsecção;14
2011;13120404703;8;Subsecção;134
2011;13120404704;8;Subsecção;91
2011;13120500101;8;Subsecção;102
2011;13120500102;8;Subsecção;60
2011;13120500103;8;Subsecção;428
2011;13120500104;8;Subsecção;29
2011;13120500105;8;Subsecção;36
2011;13120500106;8;Subsecção;8
2011;13120500201;8;Subsecção;181
2011;13120500202;8;Subsecção;120
2011;13120500203;8;Subsecção;274
2011;13120500204;8;Subsecção;22
2011;13120500205;8;Subsecção;48
2011;13120500206;8;Subsecção;28
2011;13120500207;8;Subsecção;32
2011;13120500208;8;Subsecção;37
2011;13120500209;8;Subsecção;100
2011;13120500210;8;Subsecção;39
2011;13120500211;8;Subsecção;0
2011;13120500301;8;Subsecção;23
2011;13120500302;8;Subsecção;315
2011;13120500303;8;Subsecção;371
2011;13120500401;8;Subsecção;20
2011;13120500402;8;Subsecção;49
2011;13120500403;8;Subsecção;42
2011;13120500404;8;Subsecção;98
2011;13120500405;8;Subsecção;101
2011;13120500406;8;Subsecção;47
2011;13120500407;8;Subsecção;108
2011;13120500408;8;Subsecção;0
2011;13120500409;8;Subsecção;84
2011;13120500410;8;Subsecção;70
2011;13120500501;8;Subsecção;47
2011;13120500502;8;Subsecção;397
2011;13120500503;8;Subsecção;135
2011;13120500504;8;Subsecção;191
2011;13120500505;8;Subsecção;10
2011;13120500601;8;Subsecção;200
2011;13120500602;8;Subsecção;24
2011;13120500603;8;Subsecção;98
2011;13120500604;8;Subsecção;18
2011;13120500605;8;Subsecção;31
2011;13120500701;8;Subsecção;0
2011;13120500702;8;Subsecção;207
2011;13120500703;8;Subsecção;64
2011;13120500704;8;Subsecção;83
2011;13120500705;8;Subsecção;75
2011;13120500801;8;Subsecção;66
2011;13120500802;8;Subsecção;179
2011;13120500803;8;Subsecção;129
2011;13120500804;8;Subsecção;106
2011;13120500805;8;Subsecção;102
2011;13120500806;8;Subsecção;39
2011;13120500807;8;Subsecção;19
2011;13120500901;8;Subsecção;350
2011;13120500902;8;Subsecção;0
2011;13120500903;8;Subsecção;214
2011;13120501001;8;Subsecção;216
2011;13120501002;8;Subsecção;258
2011;13120501003;8;Subsecção;48
2011;13120501004;8;Subsecção;176
2011;13120501005;8;Subsecção;351
2011;13120501101;8;Subsecção;197
2011;13120501102;8;Subsecção;29
2011;13120501103;8;Subsecção;93
2011;13120501104;8;Subsecção;47
2011;13120501105;8;Subsecção;25
2011;13120501106;8;Subsecção;71
2011;13120501107;8;Subsecção;45
2011;13120501108;8;Subsecção;93
2011;13120501201;8;Subsecção;23
2011;13120501202;8;Subsecção;64
2011;13120501203;8;Subsecção;0
2011;13120501204;8;Subsecção;18
2011;13120501205;8;Subsecção;93
2011;13120501206;8;Subsecção;6
2011;13120501207;8;Subsecção;71
2011;13120501208;8;Subsecção;19
2011;13120501209;8;Subsecção;25
2011;13120501210;8;Subsecção;5
2011;13120501211;8;Subsecção;15
2011;13120501212;8;Subsecção;21
2011;13120501213;8;Subsecção;106
2011;13120501301;8;Subsecção;263
2011;13120501302;8;Subsecção;382
2011;13120501303;8;Subsecção;49
2011;13120501401;8;Subsecção;87
2011;13120501402;8;Subsecção;114
2011;13120501403;8;Subsecção;11
2011;13120501404;8;Subsecção;30
2011;13120501405;8;Subsecção;40
2011;13120501406;8;Subsecção;38
2011;13120501407;8;Subsecção;54
2011;13120501408;8;Subsecção;62
2011;13120501409;8;Subsecção;33
2011;13120501410;8;Subsecção;12
2011;13120501411;8;Subsecção;0
2011;13120501501;8;Subsecção;106
2011;13120501502;8;Subsecção;121
2011;13120501503;8;Subsecção;83
2011;13120501504;8;Subsecção;50
2011;13120501505;8;Subsecção;80
2011;13120501506;8;Subsecção;19
2011;13120501507;8;Subsecção;0
2011;13120501508;8;Subsecção;23
2011;13120501509;8;Subsecção;0
2011;13120501510;8;Subsecção;0
2011;13120501601;8;Subsecção;0
2011;13120501602;8;Subsecção;204
2011;13120501603;8;Subsecção;20
2011;13120501604;8;Subsecção;24
2011;13120501605;8;Subsecção;59
2011;13120501606;8;Subsecção;13
2011;13120501607;8;Subsecção;1
2011;13120501608;8;Subsecção;57
2011;13120501609;8;Subsecção;25
2011;13120501610;8;Subsecção;26
2011;13120501611;8;Subsecção;9
2011;13120501612;8;Subsecção;51
2011;13120501613;8;Subsecção;29
2011;13120501614;8;Subsecção;21
2011;13120501615;8;Subsecção;20
2011;13120501616;8;Subsecção;23
2011;13120501701;8;Subsecção;164
2011;13120501702;8;Subsecção;191
2011;13120501703;8;Subsecção;43
2011;13120501704;8;Subsecção;16
2011;13120501705;8;Subsecção;88
2011;13120501706;8;Subsecção;6
2011;13120501707;8;Subsecção;106
2011;13120501708;8;Subsecção;19
2011;13120501801;8;Subsecção;178
2011;13120501802;8;Subsecção;102
2011;13120501803;8;Subsecção;5
2011;13120501804;8;Subsecção;6
2011;13120501805;8;Subsecção;8
2011;13120501806;8;Subsecção;0
2011;13120501807;8;Subsecção;0
2011;13120501808;8;Subsecção;3
2011;13120501809;8;Subsecção;31
2011;13120501810;8;Subsecção;21
2011;13120600101;8;Subsecção;200
2011;13120600102;8;Subsecção;72
2011;13120600103;8;Subsecção;31
2011;13120600104;8;Subsecção;279
2011;13120600105;8;Subsecção;41
2011;13120600106;8;Subsecção;67
2011;13120600107;8;Subsecção;0
2011;13120600108;8;Subsecção;19
2011;13120600109;8;Subsecção;19
2011;13120600110;8;Subsecção;37
2011;13120600201;8;Subsecção;24
2011;13120600202;8;Subsecção;269
2011;13120600203;8;Subsecção;18
2011;13120600204;8;Subsecção;149
2011;13120600301;8;Subsecção;179
2011;13120600302;8;Subsecção;320
2011;13120600303;8;Subsecção;312
2011;13120600401;8;Subsecção;199
2011;13120600402;8;Subsecção;282
2011;13120600403;8;Subsecção;0
2011;13120600404;8;Subsecção;32
2011;13120600405;8;Subsecção;162
2011;13120600501;8;Subsecção;102
2011;13120600502;8;Subsecção;91
2011;13120600503;8;Subsecção;70
2011;13120600504;8;Subsecção;41
2011;13120600505;8;Subsecção;30
2011;13120600506;8;Subsecção;36
2011;13120600507;8;Subsecção;61
2011;13120600508;8;Subsecção;58
2011;13120600509;8;Subsecção;55
2011;13120600510;8;Subsecção;40
2011;13120600511;8;Subsecção;34
2011;13120600512;8;Subsecção;27
2011;13120600513;8;Subsecção;20
2011;13120600514;8;Subsecção;38
2011;13120600515;8;Subsecção;61
2011;13120600516;8;Subsecção;24
2011;13120600601;8;Subsecção;65
2011;13120600602;8;Subsecção;0
2011;13120600603;8;Subsecção;133
2011;13120600604;8;Subsecção;0
2011;13120600701;8;Subsecção;379
2011;13120600702;8;Subsecção;455
2011;13120600801;8;Subsecção;63
2011;13120600802;8;Subsecção;232
2011;13120600803;8;Subsecção;73
2011;13120600804;8;Subsecção;49
2011;13120600901;8;Subsecção;0
2011;13120600902;8;Subsecção;162
2011;13120600903;8;Subsecção;153
2011;13120600904;8;Subsecção;104
2011;13120600905;8;Subsecção;28
2011;13120600906;8;Subsecção;34
2011;13120601001;8;Subsecção;280
2011;13120601002;8;Subsecção;234
2011;13120601003;8;Subsecção;0
2011;13120601101;8;Subsecção;628
2011;13120601102;8;Subsecção;104
2011;13120601103;8;Subsecção;40
2011;13120601104;8;Subsecção;105
2011;13120601105;8;Subsecção;24
2011;13120601106;8;Subsecção;98
2011;13120601107;8;Subsecção;23
2011;13120601108;8;Subsecção;29
2011;13120601201;8;Subsecção;84
2011;13120601301;8;Subsecção;602
2011;13120601401;8;Subsecção;159
2011;13120601402;8;Subsecção;110
2011;13120601403;8;Subsecção;61
2011;13120601501;8;Subsecção;43
2011;13120601601;8;Subsecção;93
2011;13120601602;8;Subsecção;17
2011;13120601603;8;Subsecção;76
2011;13120601604;8;Subsecção;0
2011;13120601605;8;Subsecção;64
2011;13120601606;8;Subsecção;171
2011;13120601607;8;Subsecção;75
2011;13120601608;8;Subsecção;70
2011;13120601701;8;Subsecção;315
2011;13120601702;8;Subsecção;288
2011;13120601801;8;Subsecção;584
2011;13120601802;8;Subsecção;161
2011;13120601803;8;Subsecção;206
2011;13120601901;8;Subsecção;196
2011;13120601902;8;Subsecção;194
2011;13120601903;8;Subsecção;425
2011;13120602001;8;Subsecção;281
2011;13120602002;8;Subsecção;170
2011;13120602003;8;Subsecção;429
2011;13120602004;8;Subsecção;92
2011;13120602101;8;Subsecção;33
2011;13120602102;8;Subsecção;31
2011;13120602103;8;Subsecção;41
2011;13120602104;8;Subsecção;365
2011;13120602105;8;Subsecção;0
2011;13120602106;8;Subsecção;472
2011;13120602201;8;Subsecção;457
2011;13120602202;8;Subsecção;150
2011;13120602203;8;Subsecção;62
2011;13120602204;8;Subsecção;0
2011;13120602301;8;Subsecção;378
2011;13120602302;8;Subsecção;285
2011;13120602303;8;Subsecção;0
2011;13120602401;8;Subsecção;0
2011;13120602402;8;Subsecção;200
2011;13120602403;8;Subsecção;65
2011;13120602404;8;Subsecção;835
2011;13120602405;8;Subsecção;427
2011;13120602501;8;Subsecção;0
2011;13120602502;8;Subsecção;74
2011;13120602503;8;Subsecção;0
2011;13120602504;8;Subsecção;33
2011;13120602505;8;Subsecção;74
2011;13120602506;8;Subsecção;103
2011;13120602507;8;Subsecção;83
2011;13120602508;8;Subsecção;71
2011;13120602601;8;Subsecção;468
2011;13120602602;8;Subsecção;452
2011;13120602603;8;Subsecção;25
2011;13120602604;8;Subsecção;39
2011;13120602701;8;Subsecção;74
2011;13120602702;8;Subsecção;41
2011;13120602703;8;Subsecção;170
2011;13120602704;8;Subsecção;153
2011;13120602705;8;Subsecção;133
2011;13120602706;8;Subsecção;147
2011;13120602707;8;Subsecção;27
2011;13120602708;8;Subsecção;18
2011;13120602709;8;Subsecção;25
2011;13120602801;8;Subsecção;322
2011;13120602802;8;Subsecção;557
2011;13120602901;8;Subsecção;244
2011;13120602902;8;Subsecção;0
2011;13120602903;8;Subsecção;13
2011;13120602904;8;Subsecção;14
2011;13120602905;8;Subsecção;43
2011;13120602906;8;Subsecção;30
2011;13120602907;8;Subsecção;17
2011;13120602908;8;Subsecção;8
2011;13120602909;8;Subsecção;8
2011;13120602910;8;Subsecção;192
2011;13120602911;8;Subsecção;0
2011;13120603001;8;Subsecção;338
2011;13120603002;8;Subsecção;579
2011;13120603003;8;Subsecção;51
2011;13120603004;8;Subsecção;49
2011;13120603101;8;Subsecção;122
2011;13120603102;8;Subsecção;168
2011;13120603103;8;Subsecção;38
2011;13120603104;8;Subsecção;45
2011;13120603201;8;Subsecção;0
2011;13120603202;8;Subsecção;519
2011;13120603301;8;Subsecção;266
2011;13120603302;8;Subsecção;254
2011;13120603303;8;Subsecção;42
2011;13120603304;8;Subsecção;150
2011;13120603305;8;Subsecção;157
2011;13120603306;8;Subsecção;59
2011;13120603307;8;Subsecção;14
2011;13120603308;8;Subsecção;0
2011;13120603401;8;Subsecção;0
2011;13120700101;8;Subsecção;97
2011;13120700102;8;Subsecção;20
2011;13120700103;8;Subsecção;46
2011;13120700104;8;Subsecção;17
2011;13120700105;8;Subsecção;23
2011;13120700106;8;Subsecção;28
2011;13120700107;8;Subsecção;76
2011;13120700108;8;Subsecção;42
2011;13120700109;8;Subsecção;17
2011;13120700110;8;Subsecção;48
2011;13120700111;8;Subsecção;42
2011;13120700112;8;Subsecção;0
2011;13120700113;8;Subsecção;21
2011;13120700114;8;Subsecção;33
2011;13120700115;8;Subsecção;1
2011;13120700116;8;Subsecção;0
2011;13120700117;8;Subsecção;0
2011;13120700201;8;Subsecção;114
2011;13120700202;8;Subsecção;265
2011;13120700301;8;Subsecção;29
2011;13120700302;8;Subsecção;15
2011;13120700303;8;Subsecção;92
2011;13120700304;8;Subsecção;64
2011;13120700305;8;Subsecção;5
2011;13120700306;8;Subsecção;143
2011;13120700307;8;Subsecção;90
2011;13120700401;8;Subsecção;495
2011;13120700402;8;Subsecção;52
2011;13120700403;8;Subsecção;0
2011;13120700404;8;Subsecção;107
2011;13120700405;8;Subsecção;32
2011;13120700501;8;Subsecção;84
2011;13120700502;8;Subsecção;0
2011;13120700503;8;Subsecção;274
2011;13120700504;8;Subsecção;66
2011;13120700601;8;Subsecção;77
2011;13120700602;8;Subsecção;0
2011;13120700603;8;Subsecção;458
2011;13120700701;8;Subsecção;30
2011;13120700702;8;Subsecção;49
2011;13120700703;8;Subsecção;123
2011;13120700704;8;Subsecção;52
2011;13120700705;8;Subsecção;6
2011;13120700706;8;Subsecção;1
2011;13120700707;8;Subsecção;75
2011;13120700708;8;Subsecção;49
2011;13120700709;8;Subsecção;58
2011;13120700710;8;Subsecção;0
2011;13120700801;8;Subsecção;199
2011;13120700901;8;Subsecção;265
2011;13120701001;8;Subsecção;158
2011;13120701002;8;Subsecção;181
2011;13120701003;8;Subsecção;184
2011;13120701101;8;Subsecção;170
2011;13120701102;8;Subsecção;17
2011;13120701103;8;Subsecção;43
2011;13120701104;8;Subsecção;68
2011;13120701201;8;Subsecção;166
2011;13120701202;8;Subsecção;79
2011;13120701203;8;Subsecção;113
2011;13120701204;8;Subsecção;119
2011;13120701205;8;Subsecção;48
2011;13120701301;8;Subsecção;337
2011;13120701302;8;Subsecção;274
2011;13120701401;8;Subsecção;0
2011;13120701402;8;Subsecção;192
2011;13120701403;8;Subsecção;10
2011;13120701404;8;Subsecção;142
2011;13120701405;8;Subsecção;204
2011;13120701406;8;Subsecção;15
2011;13120701407;8;Subsecção;92
2011;13120701408;8;Subsecção;66
2011;13120701409;8;Subsecção;0
2011;13120701410;8;Subsecção;49
2011;13120701501;8;Subsecção;0
2011;13120701502;8;Subsecção;0
2011;13120701503;8;Subsecção;67
2011;13120701504;8;Subsecção;9
2011;13120701505;8;Subsecção;21
2011;13120701506;8;Subsecção;0
2011;13120701507;8;Subsecção;4
2011;13120701508;8;Subsecção;39
2011;13120701509;8;Subsecção;42
2011;13120800101;8;Subsecção;325
2011;13120800102;8;Subsecção;61
2011;13120800201;8;Subsecção;112
2011;13120800202;8;Subsecção;91
2011;13120800203;8;Subsecção;24
2011;13120800204;8;Subsecção;49
2011;13120800301;8;Subsecção;5
2011;13120800302;8;Subsecção;52
2011;13120800303;8;Subsecção;70
2011;13120800304;8;Subsecção;93
2011;13120800305;8;Subsecção;86
2011;13120800401;8;Subsecção;70
2011;13120800402;8;Subsecção;58
2011;13120800403;8;Subsecção;132
2011;13120800404;8;Subsecção;60
2011;13120800405;8;Subsecção;11
2011;13120800501;8;Subsecção;76
2011;13120800502;8;Subsecção;57
2011;13120800503;8;Subsecção;0
2011;13120800504;8;Subsecção;7
2011;13120800505;8;Subsecção;32
2011;13120800506;8;Subsecção;10
2011;13120800507;8;Subsecção;11
2011;13120800508;8;Subsecção;16
2011;13120800509;8;Subsecção;80
2011;13120800510;8;Subsecção;59
2011;13120800601;8;Subsecção;10
2011;13120800602;8;Subsecção;15
2011;13120800603;8;Subsecção;0
2011;13120800604;8;Subsecção;42
2011;13120800605;8;Subsecção;16
2011;13120800606;8;Subsecção;22
2011;13120800607;8;Subsecção;147
2011;13120800608;8;Subsecção;168
2011;13120900101;8;Subsecção;0
2011;13120900102;8;Subsecção;0
2011;13120900103;8;Subsecção;5
2011;13120900104;8;Subsecção;2
2011;13120900105;8;Subsecção;42
2011;13120900106;8;Subsecção;66
2011;13120900107;8;Subsecção;59
2011;13120900108;8;Subsecção;91
2011;13120900109;8;Subsecção;262
2011;13120900201;8;Subsecção;13
2011;13120900202;8;Subsecção;99
2011;13120900203;8;Subsecção;16
2011;13120900204;8;Subsecção;308
2011;13120900205;8;Subsecção;41
2011;13120900206;8;Subsecção;45
2011;13120900207;8;Subsecção;62
2011;13120900208;8;Subsecção;177
2011;13120900301;8;Subsecção;4
2011;13120900302;8;Subsecção;58
2011;13120900303;8;Subsecção;359
2011;13120900304;8;Subsecção;60
2011;13120900401;8;Subsecção;170
2011;13120900402;8;Subsecção;94
2011;13120900403;8;Subsecção;170
2011;13120900404;8;Subsecção;212
2011;13120900405;8;Subsecção;118
2011;13120900501;8;Subsecção;58
2011;13120900502;8;Subsecção;135
2011;13120900503;8;Subsecção;146
2011;13120900504;8;Subsecção;129
2011;13120900505;8;Subsecção;109
2011;13120900506;8;Subsecção;105
2011;13120900507;8;Subsecção;88
2011;13120900601;8;Subsecção;108
2011;13120900602;8;Subsecção;37
2011;13120900603;8;Subsecção;405
2011;13120900701;8;Subsecção;166
2011;13120900702;8;Subsecção;273
2011;13120900703;8;Subsecção;175
2011;13120900801;8;Subsecção;56
2011;13120900802;8;Subsecção;143
2011;13120900803;8;Subsecção;146
2011;13120900804;8;Subsecção;69
2011;13120900805;8;Subsecção;137
2011;13121000101;8;Subsecção;108
2011;13121000102;8;Subsecção;62
2011;13121000103;8;Subsecção;118
2011;13121000104;8;Subsecção;8
2011;13121000105;8;Subsecção;228
2011;13121000106;8;Subsecção;197
2011;13121000201;8;Subsecção;235
2011;13121000301;8;Subsecção;95
2011;13121000302;8;Subsecção;38
2011;13121000303;8;Subsecção;48
2011;13121000304;8;Subsecção;40
2011;13121000401;8;Subsecção;87
2011;13121000402;8;Subsecção;29
2011;13121000403;8;Subsecção;198
2011;13121000404;8;Subsecção;71
2011;13121000405;8;Subsecção;32
2011;13121000406;8;Subsecção;116
2011;13121000501;8;Subsecção;91
2011;13121000502;8;Subsecção;2
2011;13121000503;8;Subsecção;3
2011;13121000601;8;Subsecção;54
2011;13121000602;8;Subsecção;75
2011;13121000603;8;Subsecção;314
2011;13121000604;8;Subsecção;266
2011;13121000701;8;Subsecção;137
2011;13121000702;8;Subsecção;34
2011;13121000703;8;Subsecção;0
2011;13121000704;8;Subsecção;180
2011;13121000705;8;Subsecção;25
2011;13121000706;8;Subsecção;30
2011;13121000707;8;Subsecção;25
2011;13121000708;8;Subsecção;20
2011;13121000801;8;Subsecção;0
2011;13121000802;8;Subsecção;19
2011;13121000803;8;Subsecção;41
2011;13121000804;8;Subsecção;13
2011;13121000805;8;Subsecção;8
2011;13121000806;8;Subsecção;19
2011;13121000807;8;Subsecção;17
2011;13121000808;8;Subsecção;41
2011;13121000809;8;Subsecção;5
2011;13121000810;8;Subsecção;205
2011;13121000811;8;Subsecção;41
2011;13121000901;8;Subsecção;326
2011;13121000902;8;Subsecção;8
2011;13121000903;8;Subsecção;12
2011;13121000904;8;Subsecção;17
2011;13121000905;8;Subsecção;6
2011;13121000906;8;Subsecção;2
2011;13121000907;8;Subsecção;26
2011;13121000908;8;Subsecção;7
2011;13121000909;8;Subsecção;17
2011;13121000910;8;Subsecção;21
2011;13121000911;8;Subsecção;11
2011;13121000912;8;Subsecção;31
2011;13121000913;8;Subsecção;68
2011;13121000914;8;Subsecção;7
2011;13121001001;8;Subsecção;29
2011;13121001002;8;Subsecção;22
2011;13121001003;8;Subsecção;197
2011;13121001004;8;Subsecção;233
2011;13121001101;8;Subsecção;34
2011;13121001102;8;Subsecção;113
2011;13121001103;8;Subsecção;66
2011;13121001104;8;Subsecção;404
2011;13121001105;8;Subsecção;52
2011;13121001201;8;Subsecção;0
2011;13121001202;8;Subsecção;264
2011;13121001203;8;Subsecção;231
2011;13121001204;8;Subsecção;16
2011;13121001301;8;Subsecção;367
2011;13121001302;8;Subsecção;198
2011;13121001401;8;Subsecção;0
2011;13121001402;8;Subsecção;433
2011;13121001501;8;Subsecção;328
2011;13121001502;8;Subsecção;182
2011;13121001503;8;Subsecção;10
2011;13121001601;8;Subsecção;16
2011;13121001602;8;Subsecção;48
2011;13121001603;8;Subsecção;127
2011;13121001604;8;Subsecção;51
2011;13121001701;8;Subsecção;357
2011;13121001702;8;Subsecção;226
2011;13121001703;8;Subsecção;340
2011;13121001801;8;Subsecção;35
2011;13121001802;8;Subsecção;345
2011;13121001803;8;Subsecção;27
2011;13121001804;8;Subsecção;38
2011;13121001805;8;Subsecção;102
2011;13121001806;8;Subsecção;99
2011;13121001901;8;Subsecção;562
2011;13121002001;8;Subsecção;74
2011;13121002002;8;Subsecção;275
2011;13121002003;8;Subsecção;32
2011;13121002101;8;Subsecção;148
2011;13121002102;8;Subsecção;333
2011;13121002201;8;Subsecção;6
2011;13121002202;8;Subsecção;48
2011;13121002203;8;Subsecção;177
2011;13121002204;8;Subsecção;11
2011;13121002205;8;Subsecção;30
2011;13121002206;8;Subsecção;165
2011;13121002207;8;Subsecção;19
2011;13121002208;8;Subsecção;34
2011;13121002209;8;Subsecção;10
2011;13121002210;8;Subsecção;22
2011;13121002211;8;Subsecção;29
2011;13121002212;8;Subsecção;16
2011;13121002213;8;Subsecção;11
2011;13121002214;8;Subsecção;20
2011;13121002215;8;Subsecção;11
2011;13121002216;8;Subsecção;25
2011;13121002217;8;Subsecção;30
2011;13121002218;8;Subsecção;4
2011;13121002301;8;Subsecção;846
2011;13121002401;8;Subsecção;51
2011;13121002402;8;Subsecção;25
2011;13121002403;8;Subsecção;25
2011;13121002404;8;Subsecção;8
2011;13121002405;8;Subsecção;160
2011;13121002406;8;Subsecção;11
2011;13121002407;8;Subsecção;17
2011;13121002408;8;Subsecção;0
2011;13121002409;8;Subsecção;0
2011;13121002410;8;Subsecção;12
2011;13121002411;8;Subsecção;47
2011;13121002412;8;Subsecção;41
2011;13121002413;8;Subsecção;62
2011;13121002414;8;Subsecção;0
2011;13121002415;8;Subsecção;18
2011;13121002416;8;Subsecção;79
2011;13121002417;8;Subsecção;38
2011;13121002501;8;Subsecção;294
2011;13121002502;8;Subsecção;121
2011;13121002601;8;Subsecção;317
2011;13121002701;8;Subsecção;215
2011;13121002801;8;Subsecção;420
2011;13121002802;8;Subsecção;115
2011;13121002803;8;Subsecção;134
2011;13121002901;8;Subsecção;141
2011;13121003001;8;Subsecção;59
2011;13121003002;8;Subsecção;2
2011;13121003003;8;Subsecção;14
2011;13121003004;8;Subsecção;23
2011;13121003005;8;Subsecção;12
2011;13121003006;8;Subsecção;13
2011;13121003007;8;Subsecção;53
